x,y,z,sample,pop,super_pop,gender,color,pop_zone
-1.401585054374731,-1.9875369416695803,-0.31201982979636445,HG00143,GBR,EUR,male,#6495ED,EUROPE
-2.2190692096168094,-2.306859785829767,-1.2700848856141747,HG00145,GBR,EUR,male,#6495ED,EUROPE
-1.1801463154865846,-2.3848840716408777,-0.9930146713595948,HG00146,GBR,EUR,female,#6495ED,EUROPE
-2.3285162115329645,-1.9824178626219189,-0.4636985132430079,HG00148,GBR,EUR,male,#6495ED,EUROPE
-1.8452236507053306,-2.5792850226277935,-0.33894835897389836,HG00149,GBR,EUR,male,#6495ED,EUROPE
-2.1011121938642927,-2.1418378625263133,-0.8589118167444977,HG00150,GBR,EUR,female,#6495ED,EUROPE
-1.7904888204838743,-2.4908723887723534,-1.2556152196419783,HG00151,GBR,EUR,male,#6495ED,EUROPE
-1.5172422205200689,-1.8437343286937249,-1.131939537152224,HG00154,GBR,EUR,female,#6495ED,EUROPE
-2.164020978712677,-2.4583597788000304,-0.7237899674555773,HG00155,GBR,EUR,male,#6495ED,EUROPE
-1.7374196922329344,-2.235641179695324,-1.5072460973174098,HG00157,GBR,EUR,male,#6495ED,EUROPE
-2.095384423301262,-2.4519061095253143,-1.0395904069034059,HG00158,GBR,EUR,female,#6495ED,EUROPE
-1.3860253429968392,-2.346070202469137,-0.40353875185323546,HG00159,GBR,EUR,male,#6495ED,EUROPE
-2.2702019955378345,-2.4546273140407373,-0.5703519717852423,HG00160,GBR,EUR,male,#6495ED,EUROPE
-1.8078820848466832,-1.8452877635612872,-0.711831686057045,HG00171,FIN,EUR,female,#6495ED,EUROPE
-2.11521650862605,-1.3829188230245169,-1.178003791990193,HG00173,FIN,EUR,female,#6495ED,EUROPE
-1.690759201673887,-2.429547622971353,-1.5314060299920271,HG00174,FIN,EUR,female,#6495ED,EUROPE
-1.9354563335689592,-2.6677244362130055,-0.5187319104746081,HG00176,FIN,EUR,female,#6495ED,EUROPE
-2.2481710629838445,-1.916005659109648,-1.3659428688050914,HG00177,FIN,EUR,female,#6495ED,EUROPE
-2.1390635698471923,-1.8458395269298922,-0.7465675849823388,HG00178,FIN,EUR,female,#6495ED,EUROPE
-1.9248666046491303,-2.3878488314872186,-0.46704817206970184,HG00179,FIN,EUR,female,#6495ED,EUROPE
-2.5248881134618264,-1.9658164230185478,0.26505957064853336,HG00180,FIN,EUR,female,#6495ED,EUROPE
-1.8773734213642612,-2.8336947622050603,-1.4076709463969772,HG00181,FIN,EUR,male,#6495ED,EUROPE
-2.240668878589486,-2.6567177727710805,-0.5630288552591517,HG00182,FIN,EUR,male,#6495ED,EUROPE
-1.9673916397626328,-2.100592285534052,-0.1312843271792278,HG00183,FIN,EUR,male,#6495ED,EUROPE
-2.1528309396058845,-2.0578649546620875,-0.9405989757056267,HG00185,FIN,EUR,male,#6495ED,EUROPE
-2.2513679319195563,-2.107632971385392,-0.4159626600856665,HG00186,FIN,EUR,male,#6495ED,EUROPE
-2.0970772580241754,-1.7707510215751543,-0.5077680526784168,HG00187,FIN,EUR,male,#6495ED,EUROPE
-2.5000078891698805,-1.645039035654116,-0.6145365836047246,HG00188,FIN,EUR,male,#6495ED,EUROPE
-1.2953215026199556,-2.2238002502608634,-0.5259993598950529,HG00189,FIN,EUR,male,#6495ED,EUROPE
-2.1732863893556713,-1.889382278483463,-0.04004698344930985,HG00190,FIN,EUR,male,#6495ED,EUROPE
-1.85748912675223,-2.4742528624927753,-0.48388006002100176,HG00231,GBR,EUR,female,#6495ED,EUROPE
-1.776648473950092,-2.3613591587611755,-1.3634666521057368,HG00232,GBR,EUR,female,#6495ED,EUROPE
-1.8151768855685517,-2.5167933243608243,-0.4659728724303489,HG00233,GBR,EUR,female,#6495ED,EUROPE
-2.3264316433672616,-2.612532398231895,-0.9893495079764053,HG00234,GBR,EUR,male,#6495ED,EUROPE
-2.0992751009626436,-1.7009579133621713,-1.441900517060047,HG00235,GBR,EUR,female,#6495ED,EUROPE
-2.3209809428532973,-2.5076583404856674,-1.5852676606503187,HG00236,GBR,EUR,female,#6495ED,EUROPE
-1.8943531327500107,-2.169549694654909,-0.8393704761894225,HG00237,GBR,EUR,female,#6495ED,EUROPE
-2.0323137013276313,-2.348067287168361,-0.27292572770426327,HG00238,GBR,EUR,female,#6495ED,EUROPE
-1.864642164161139,-2.3339503979007823,-0.7394304896798435,HG00239,GBR,EUR,female,#6495ED,EUROPE
-1.488459443979212,-2.152259021689439,-0.869227072947015,HG00240,GBR,EUR,female,#6495ED,EUROPE
-1.5969877333921583,-2.342404041418775,-0.7278720653211301,HG00242,GBR,EUR,male,#6495ED,EUROPE
-1.7734684443722555,-2.8713401490715955,-1.211028093675916,HG00243,GBR,EUR,male,#6495ED,EUROPE
-1.7607499574703054,-2.6053495106027214,-0.7373713963610673,HG00244,GBR,EUR,male,#6495ED,EUROPE
-2.1644831163188556,-2.057705225193235,-0.6880722464124539,HG00245,GBR,EUR,female,#6495ED,EUROPE
-1.8905423973362654,-1.5699496910621413,-0.4988386668903759,HG00246,GBR,EUR,male,#6495ED,EUROPE
-1.3355947041245013,-2.5493947388193523,-0.7715777407928411,HG00250,GBR,EUR,female,#6495ED,EUROPE
-2.3071285617189483,-2.216881513344959,-0.9808109268136971,HG00251,GBR,EUR,male,#6495ED,EUROPE
-2.030763438396111,-2.3440946484802416,-1.1436531967649823,HG00252,GBR,EUR,male,#6495ED,EUROPE
-2.587625424485994,-2.173718958751003,-0.03698772681679337,HG00253,GBR,EUR,female,#6495ED,EUROPE
-1.5930843266345622,-2.4099588077756535,-0.33155260585515933,HG00254,GBR,EUR,female,#6495ED,EUROPE
-1.8180836178463762,-2.9136675923259365,-0.7866005009567578,HG00255,GBR,EUR,female,#6495ED,EUROPE
-1.9269480993905983,-1.6339987431955574,-0.4733718063445329,HG00256,GBR,EUR,male,#6495ED,EUROPE
-2.286520708513133,-2.037992576522201,-0.9816285748219176,HG00257,GBR,EUR,female,#6495ED,EUROPE
-2.372821114423325,-2.202806072510375,-0.45702849807823376,HG00258,GBR,EUR,female,#6495ED,EUROPE
-1.7859457312879325,-2.3561900401718785,-1.0519270821006637,HG00259,GBR,EUR,female,#6495ED,EUROPE
-1.6069898150259958,-2.4383930948400656,-0.8699376894447608,HG00260,GBR,EUR,male,#6495ED,EUROPE
-1.6230680765804972,-2.3427619639585266,-0.4982047481787498,HG00261,GBR,EUR,female,#6495ED,EUROPE
-2.162061648606024,-2.5375524714928006,-0.8431974008376052,HG00262,GBR,EUR,female,#6495ED,EUROPE
-2.109098589318331,-2.4060441405212707,-1.0299023563374234,HG00263,GBR,EUR,female,#6495ED,EUROPE
-1.900588321667893,-2.150483626928458,-0.5217740475638131,HG00264,GBR,EUR,male,#6495ED,EUROPE
-2.1230794108603117,-2.643623766488799,-0.39971901102243523,HG00265,GBR,EUR,male,#6495ED,EUROPE
-1.8060352354464293,-1.8552882000742346,-0.1587649045916388,HG00266,FIN,EUR,female,#6495ED,EUROPE
-1.881224260623311,-1.8653065985440744,-1.0474357850838039,HG00267,FIN,EUR,male,#6495ED,EUROPE
-2.2177968084448594,-2.21013665464089,-0.9071851832127624,HG00268,FIN,EUR,female,#6495ED,EUROPE
-1.6587726538476228,-1.578544508681906,-0.572440520465774,HG00269,FIN,EUR,female,#6495ED,EUROPE
-2.302231113841787,-2.01230689354697,-0.5140271746897146,HG00271,FIN,EUR,male,#6495ED,EUROPE
-2.127582042592907,-1.487368829112737,-0.15651078196237073,HG00272,FIN,EUR,female,#6495ED,EUROPE
-1.8285467459801972,-1.909571200815504,-0.4610684618821477,HG00273,FIN,EUR,male,#6495ED,EUROPE
-2.1479018437784467,-2.3166044452930663,-0.7090152031114642,HG00274,FIN,EUR,female,#6495ED,EUROPE
-2.0136772730647667,-1.5807358665997435,-0.4922090928719244,HG00275,FIN,EUR,female,#6495ED,EUROPE
-2.128916098089343,-2.4723044174179725,-0.24969936466361314,HG00276,FIN,EUR,female,#6495ED,EUROPE
-2.29642573480536,-2.393314793045061,-0.5433491250884542,HG00277,FIN,EUR,male,#6495ED,EUROPE
-1.8026792618187288,-1.7187777233022337,-0.9214767546220257,HG00278,FIN,EUR,male,#6495ED,EUROPE
-1.674158998368987,-2.269932250352243,-0.8768542117656488,HG00280,FIN,EUR,male,#6495ED,EUROPE
-1.9745805640865017,-2.2678422522207624,-0.22836184459862252,HG00281,FIN,EUR,female,#6495ED,EUROPE
-2.1541897006867714,-2.06296958759236,-0.7440439590628393,HG00282,FIN,EUR,female,#6495ED,EUROPE
-2.0217244681857776,-1.3244424925734868,-0.7726278146926714,HG00284,FIN,EUR,male,#6495ED,EUROPE
-2.341735488473323,-2.1774795865336833,-0.7690740544211487,HG00285,FIN,EUR,female,#6495ED,EUROPE
-1.7467700459741269,-1.4735037671780897,-0.8074231934778624,HG00288,FIN,EUR,female,#6495ED,EUROPE
-2.2353928840298987,-1.9439127767582622,-1.1328863332765307,HG00290,FIN,EUR,male,#6495ED,EUROPE
-1.9452106278592212,-1.8700438812469633,-1.1147161567765251,HG00304,FIN,EUR,female,#6495ED,EUROPE
-2.0769810582740265,-2.001864122290919,-0.8505891952596835,HG00306,FIN,EUR,female,#6495ED,EUROPE
-2.541767868706217,-1.3986941447989027,-0.8261022348921003,HG00308,FIN,EUR,male,#6495ED,EUROPE
-2.1240543998451376,-2.0400144917626104,-1.4147596645470506,HG00309,FIN,EUR,female,#6495ED,EUROPE
-1.990353736622223,-2.3842942703844168,-0.6214270748019792,HG00310,FIN,EUR,male,#6495ED,EUROPE
-1.78738741456082,-1.9759047609218157,-0.19974150447089478,HG00311,FIN,EUR,male,#6495ED,EUROPE
-2.5899978263553245,-2.0589378769305395,-0.695440021050326,HG00313,FIN,EUR,female,#6495ED,EUROPE
-2.2980606641187618,-1.042260867401261,-0.8018083580647586,HG00315,FIN,EUR,female,#6495ED,EUROPE
-1.81798111871897,-2.0092981906662604,-0.2138159430553218,HG00318,FIN,EUR,female,#6495ED,EUROPE
-1.8402590001056784,-1.558396221448172,-0.8868917499189005,HG00319,FIN,EUR,female,#6495ED,EUROPE
-1.6328765203798306,-1.9923355139101144,-1.5325321145155524,HG00320,FIN,EUR,female,#6495ED,EUROPE
-1.7717424112782614,-2.6000898386322033,-1.0250255079870614,HG00321,FIN,EUR,male,#6495ED,EUROPE
-1.5676050778768853,-1.8161659851467233,-0.52563839411746,HG00323,FIN,EUR,female,#6495ED,EUROPE
-1.5796735175118997,-1.7428869922716974,-0.8934730044997689,HG00324,FIN,EUR,female,#6495ED,EUROPE
-1.9442591007796388,-1.8224120646620494,-0.6062817884967826,HG00325,FIN,EUR,male,#6495ED,EUROPE
-1.8391102521758678,-2.5614017734441235,-0.5448756843467599,HG00326,FIN,EUR,female,#6495ED,EUROPE
-1.8736324872270673,-1.6284061962466048,-0.4355785788191469,HG00327,FIN,EUR,female,#6495ED,EUROPE
-2.2130856513067885,-1.93326695181322,-1.101587605677079,HG00328,FIN,EUR,female,#6495ED,EUROPE
-2.5919431578355274,-2.711395561503795,-1.063038372085522,HG00329,FIN,EUR,male,#6495ED,EUROPE
-2.0458817183760494,-1.643330012994379,-0.4907729758446539,HG00330,FIN,EUR,female,#6495ED,EUROPE
-2.377552459859873,-2.0575413606721904,-0.7729370926749738,HG00331,FIN,EUR,female,#6495ED,EUROPE
-2.012995880638411,-2.107754890412976,-0.5111296427760389,HG00332,FIN,EUR,female,#6495ED,EUROPE
-1.4881978666942652,-2.385731587626737,-0.6548328968283305,HG00334,FIN,EUR,female,#6495ED,EUROPE
-2.0784763261258496,-2.2792356383932315,-0.4648341253910082,HG00335,FIN,EUR,male,#6495ED,EUROPE
-1.7472213203600593,-1.483984576525567,-0.4424440138192709,HG00336,FIN,EUR,male,#6495ED,EUROPE
-1.4397595436851844,-2.092436207822457,-0.901998660720196,HG00337,FIN,EUR,female,#6495ED,EUROPE
-2.198935567819501,-2.010667189541052,-0.022332391102863204,HG00338,FIN,EUR,male,#6495ED,EUROPE
-1.9660696159737303,-2.0535050455194135,-0.40696236064333097,HG00339,FIN,EUR,female,#6495ED,EUROPE
-2.19196239550514,-2.1104282061354374,-0.25655789903982285,HG00341,FIN,EUR,male,#6495ED,EUROPE
-2.1414133809672973,-1.9250135745078845,-0.8645642905986555,HG00342,FIN,EUR,male,#6495ED,EUROPE
-2.336197223510098,-1.9539833065560448,-1.1393050928836677,HG00343,FIN,EUR,female,#6495ED,EUROPE
-1.9354985543963112,-1.6729057120707045,-0.5000175975674461,HG00344,FIN,EUR,female,#6495ED,EUROPE
-2.2250569757825303,-1.8289745726009314,0.3979910102518168,HG00345,FIN,EUR,male,#6495ED,EUROPE
-1.959559671407043,-2.619133762802538,-1.102872470839919,HG00346,FIN,EUR,female,#6495ED,EUROPE
-2.2967026040333667,-1.5333494954059803,-0.1236067307859316,HG00349,FIN,EUR,female,#6495ED,EUROPE
-2.19124971706502,-2.433067847063051,-1.0198691371367778,HG00350,FIN,EUR,female,#6495ED,EUROPE
-2.3182825862921512,-2.152256177298939,-1.4295642640039319,HG00351,FIN,EUR,male,#6495ED,EUROPE
-1.3504873656810845,-2.4775937876229337,-0.7452117355382504,HG00353,FIN,EUR,female,#6495ED,EUROPE
-1.5889860600609067,-1.4806962582430179,-0.2504920491982984,HG00355,FIN,EUR,female,#6495ED,EUROPE
-2.017013116492147,-1.9199040167941919,-1.205585330868449,HG00356,FIN,EUR,female,#6495ED,EUROPE
-1.6884294810675573,-2.1043526953202707,-0.6736050822523688,HG00357,FIN,EUR,female,#6495ED,EUROPE
-2.0420398651546834,-1.8786169397422727,-0.7595441412968136,HG00358,FIN,EUR,male,#6495ED,EUROPE
-2.251941139708453,-2.233979443538852,-1.4321197497292946,HG00360,FIN,EUR,male,#6495ED,EUROPE
-1.9304077165164395,-1.8484321569515023,-0.41001532162210325,HG00361,FIN,EUR,female,#6495ED,EUROPE
-1.5698891759474993,-1.5409198734974316,-0.34275659739150766,HG00362,FIN,EUR,female,#6495ED,EUROPE
-2.4364123773923483,-2.153629883825052,-1.5849801991800632,HG00364,FIN,EUR,female,#6495ED,EUROPE
-2.131359100700197,-2.242760528234978,-0.9123252638180842,HG00365,FIN,EUR,female,#6495ED,EUROPE
-2.0491998833142815,-2.4439559764183616,-0.8578193420277959,HG00366,FIN,EUR,male,#6495ED,EUROPE
-1.6409900383231462,-2.7660391314142134,-1.2541182995099946,HG00367,FIN,EUR,female,#6495ED,EUROPE
-2.152763887937429,-2.3015107697006636,-0.39626270768000704,HG00368,FIN,EUR,female,#6495ED,EUROPE
-1.723818377688398,-1.9167891235306151,-1.172209935124294,HG00369,FIN,EUR,male,#6495ED,EUROPE
-2.260833128937499,-2.195331086927089,-1.1767118198102262,HG00371,FIN,EUR,male,#6495ED,EUROPE
-2.0547827886894297,-2.2091277915377474,-0.918827352441205,HG00372,FIN,EUR,male,#6495ED,EUROPE
-2.2076753750332583,-1.895776946787639,-0.36043315627074196,HG00373,FIN,EUR,female,#6495ED,EUROPE
-2.2647495702475715,-2.7899796828252352,-0.21259527369599607,HG00375,FIN,EUR,male,#6495ED,EUROPE
-2.2005256365278334,-2.5773812799796056,-1.279945643234047,HG00376,FIN,EUR,female,#6495ED,EUROPE
-2.571053489257055,-2.2202045428088324,-0.29615555285579687,HG00378,FIN,EUR,female,#6495ED,EUROPE
-1.705428638859304,-2.332472545950977,-0.44370416779887256,HG00379,FIN,EUR,female,#6495ED,EUROPE
-1.7868363611528797,-2.1601720733195875,-0.9812689006351212,HG00380,FIN,EUR,female,#6495ED,EUROPE
-2.1406882572768238,-1.841455133963987,-0.1731073687206564,HG00381,FIN,EUR,female,#6495ED,EUROPE
-1.7128925287007744,-1.610900669551557,-0.2113005810194508,HG00382,FIN,EUR,male,#6495ED,EUROPE
-2.0616289280192714,-1.9231050276036337,-1.1282030246055574,HG00383,FIN,EUR,female,#6495ED,EUROPE
-1.9993198305124766,-1.9557783900012384,-0.7575061769314201,HG00384,FIN,EUR,female,#6495ED,EUROPE
-1.3492791847746675,3.4729603158853624,-1.1068818759055885,HG00403,CHS,EAS,male,#FFBF00,EAST ASIA
-1.0380943708999093,2.9785649618616077,-1.283997503516749,HG00404,CHS,EAS,female,#FFBF00,EAST ASIA
-1.0210399721910204,2.944265146982362,-0.01064103937764391,HG00406,CHS,EAS,male,#FFBF00,EAST ASIA
-1.4219405726842829,2.8351570378808653,0.23895196938396795,HG00407,CHS,EAS,female,#FFBF00,EAST ASIA
-1.7615391723604295,3.706077009797909,-0.6463992202833875,HG00409,CHS,EAS,male,#FFBF00,EAST ASIA
-1.7831163386317228,3.117921595514838,-0.04960724230851295,HG00410,CHS,EAS,female,#FFBF00,EAST ASIA
-0.9473731968824333,3.0386556318773983,-0.7503694692060383,HG00419,CHS,EAS,female,#FFBF00,EAST ASIA
-0.9488926699011834,2.871057896697284,-1.1963401085483578,HG00421,CHS,EAS,male,#FFBF00,EAST ASIA
-1.4911095570783444,3.210231008138045,-0.1603497869515155,HG00422,CHS,EAS,female,#FFBF00,EAST ASIA
-1.430278257974152,3.0512163206680767,-0.9425456699578579,HG00428,CHS,EAS,female,#FFBF00,EAST ASIA
-0.5225799693333125,2.7922824954834,-1.2009286670574901,HG00436,CHS,EAS,male,#FFBF00,EAST ASIA
-1.5871386919785904,3.2995162688166415,-0.8759870249670951,HG00437,CHS,EAS,female,#FFBF00,EAST ASIA
-0.6069634035212279,3.148494523549981,-0.3747976404314304,HG00442,CHS,EAS,male,#FFBF00,EAST ASIA
-1.1263064502029065,2.8628510913702585,-0.8566457054274733,HG00443,CHS,EAS,female,#FFBF00,EAST ASIA
-1.4974928934630254,2.5330733025756014,-0.748996272474438,HG00445,CHS,EAS,male,#FFBF00,EAST ASIA
-1.2034357939333276,2.9445277919209416,-0.2209534945075429,HG00446,CHS,EAS,female,#FFBF00,EAST ASIA
-0.8991118377840346,2.7952232365152616,-0.2684193419228545,HG00448,CHS,EAS,male,#FFBF00,EAST ASIA
-0.6961464499130635,2.728580716225566,-0.6361592100328513,HG00449,CHS,EAS,female,#FFBF00,EAST ASIA
-1.660927052904712,2.8711313764943958,-0.3998028920879028,HG00451,CHS,EAS,male,#FFBF00,EAST ASIA
-1.3869700554804987,3.274188224833786,-0.5124990931077411,HG00452,CHS,EAS,female,#FFBF00,EAST ASIA
-1.1917040273536827,3.502070816416612,-0.6969462608498861,HG00457,CHS,EAS,male,#FFBF00,EAST ASIA
-0.682748584451151,2.724386902111753,-0.833491895908092,HG00458,CHS,EAS,female,#FFBF00,EAST ASIA
-0.7073422634585398,3.1815921003982277,-1.0028801161796774,HG00463,CHS,EAS,male,#FFBF00,EAST ASIA
-1.556564123915368,3.14633650717001,0.016002612180557534,HG00464,CHS,EAS,female,#FFBF00,EAST ASIA
-1.1025533951270596,2.707589391347658,0.4381777280972034,HG00472,CHS,EAS,male,#FFBF00,EAST ASIA
-1.2441499278357824,2.4821969884408777,-0.861017746336704,HG00473,CHS,EAS,female,#FFBF00,EAST ASIA
-1.1265208324907199,3.399175931186799,-0.6277060749297664,HG00475,CHS,EAS,male,#FFBF00,EAST ASIA
-1.0236826533451364,3.315757268348833,-0.17420110803214364,HG00476,CHS,EAS,female,#FFBF00,EAST ASIA
-0.9292624104807633,3.362727526743251,-0.46042511484154097,HG00478,CHS,EAS,male,#FFBF00,EAST ASIA
-1.4745769513635694,2.8319131087644274,-0.7316689026237486,HG00479,CHS,EAS,female,#FFBF00,EAST ASIA
-1.450007068194241,3.119232998032385,-0.772678688393527,HG00500,CHS,EAS,male,#FFBF00,EAST ASIA
-1.4715841856012908,2.8035384898734748,-0.789434619645021,HG00513,CHS,EAS,female,#FFBF00,EAST ASIA
-1.4239149050224729,2.837554187708172,-0.16888666942308922,HG00524,CHS,EAS,male,#FFBF00,EAST ASIA
-1.3768650582870323,2.874142535189335,-0.9736319278730018,HG00525,CHS,EAS,female,#FFBF00,EAST ASIA
-1.353590017256958,3.0603462764345384,-0.5484579248563033,HG00530,CHS,EAS,male,#FFBF00,EAST ASIA
-0.97133422890012,3.2494918449676247,-0.8731532283617097,HG00531,CHS,EAS,female,#FFBF00,EAST ASIA
-1.1691445001668865,2.6295793919955965,-0.6265187227801456,HG00533,CHS,EAS,male,#FFBF00,EAST ASIA
-1.0817567703283104,3.4730322019224564,-0.7784696149118246,HG00534,CHS,EAS,female,#FFBF00,EAST ASIA
-1.4059205649716688,2.6478497799571805,-0.13223253275905109,HG00536,CHS,EAS,male,#FFBF00,EAST ASIA
-1.3288899459468606,3.0031873865561374,-0.32345840070882087,HG00537,CHS,EAS,female,#FFBF00,EAST ASIA
-0.8033952196209517,3.338197417275792,-0.38822526457321804,HG00542,CHS,EAS,male,#FFBF00,EAST ASIA
-1.2285884609909996,2.850145834211359,-0.5772010063064952,HG00543,CHS,EAS,female,#FFBF00,EAST ASIA
-1.5948986957718359,-1.1978689322912317,0.017920291238421218,HG00551,PUR,AMR,female,#DE3163,AMERICA
-0.8831525548949384,-1.2389158904264477,0.38398830956545843,HG00553,PUR,AMR,male,#DE3163,AMERICA
-1.2098410406544213,-0.8114870202077497,1.1619418554954455,HG00554,PUR,AMR,female,#DE3163,AMERICA
-0.7329912442488811,3.2540015736933956,-0.49756872982840866,HG00556,CHS,EAS,male,#FFBF00,EAST ASIA
-1.5400507754505426,3.3157772770067333,-1.0053993486189143,HG00557,CHS,EAS,female,#FFBF00,EAST ASIA
-1.397529242531699,3.142408491077511,-0.8231335974650824,HG00559,CHS,EAS,male,#FFBF00,EAST ASIA
-1.6220902550138112,3.6913895320911614,-0.5568167093794905,HG00560,CHS,EAS,female,#FFBF00,EAST ASIA
-0.5980873072478821,2.6232700457884777,-0.28925663681068314,HG00565,CHS,EAS,male,#FFBF00,EAST ASIA
-1.6000398946741037,3.1277290697887046,-0.463059723094868,HG00566,CHS,EAS,female,#FFBF00,EAST ASIA
-1.4147264830474908,2.598116385396221,0.31668401129927304,HG00580,CHS,EAS,male,#FFBF00,EAST ASIA
-0.9807143149002162,2.433103282383456,-0.17808661422974023,HG00581,CHS,EAS,female,#FFBF00,EAST ASIA
-1.4308762458667248,2.809568439709589,-0.28805287349231273,HG00583,CHS,EAS,male,#FFBF00,EAST ASIA
-0.8320036902563555,2.9813521536625673,-1.0053061563784655,HG00584,CHS,EAS,female,#FFBF00,EAST ASIA
-1.0859949939348963,2.937492559039657,-0.6303569316202126,HG00589,CHS,EAS,male,#FFBF00,EAST ASIA
-1.1496107152530384,3.0381123242931207,0.005043490413515262,HG00590,CHS,EAS,female,#FFBF00,EAST ASIA
-1.2486433285819787,2.472073641625348,-1.0975183678402207,HG00592,CHS,EAS,male,#FFBF00,EAST ASIA
-0.86880273177508,3.162609681515375,-0.5364099737948038,HG00593,CHS,EAS,female,#FFBF00,EAST ASIA
-1.3834340840818844,3.451629392618651,-1.0506113268908301,HG00595,CHS,EAS,male,#FFBF00,EAST ASIA
-1.2411884638130934,2.835169891930259,0.13720795830646038,HG00596,CHS,EAS,female,#FFBF00,EAST ASIA
