x,y,z,sample,pop,super_pop,gender,color
-1.7128925287617163,-1.6109006773022883,-0.21155822659964613,HG00382,FIN,EUR,male,#1F51FF
-2.0616289284694016,-1.923105026534548,-1.1271522811863406,HG00383,FIN,EUR,female,#1F51FF
-1.9993198299692938,-1.9557784090029968,-0.7568885556598333,HG00384,FIN,EUR,female,#1F51FF
-1.3492791841830312,3.4729603456562206,-1.1086011204359165,HG00403,CHS,EAS,male,#40E0D0
-1.038094370051613,2.9785649797483504,-1.2863783725353186,HG00404,CHS,EAS,female,#40E0D0
-1.021039971742141,2.944265151116848,-0.011284097918196654,HG00406,CHS,EAS,male,#40E0D0
-1.421940571734096,2.8351570638476615,0.23721335041704927,HG00407,CHS,EAS,female,#40E0D0
-1.7615391731640997,3.7060770147664193,-0.648309361078457,HG00409,CHS,EAS,male,#40E0D0
-1.7831163379494375,3.117921587018135,-0.050707479248404706,HG00410,CHS,EAS,female,#40E0D0
-0.9473731967596163,3.0386556445655275,-0.7480947130349909,HG00419,CHS,EAS,female,#40E0D0
-0.9488926696935508,2.8710579124801217,-1.1969882386379633,HG00421,CHS,EAS,male,#40E0D0
-1.4911095573039996,3.21023102096416,-0.15930735463166176,HG00422,CHS,EAS,female,#40E0D0
-1.4302782573960637,3.05121633068997,-0.9436441096412744,HG00428,CHS,EAS,female,#40E0D0
-0.5225799693210477,2.792282499924737,-1.1989208132399016,HG00436,CHS,EAS,male,#40E0D0
-1.5871386924779316,3.2995162637972424,-0.8756250917215823,HG00437,CHS,EAS,female,#40E0D0
-0.6069634038155095,3.14849452030525,-0.37380048572166,HG00442,CHS,EAS,male,#40E0D0
-1.1263064501785398,2.8628510690176245,-0.8561646583392314,HG00443,CHS,EAS,female,#40E0D0
-1.4974928938020684,2.533073309803095,-0.7520646695628758,HG00445,CHS,EAS,male,#40E0D0
-1.2034357928444126,2.9445277792511804,-0.22155377135125803,HG00446,CHS,EAS,female,#40E0D0
-0.8991118383765472,2.7952232234760657,-0.26983581515004834,HG00448,CHS,EAS,male,#40E0D0
-0.6961464501163721,2.7285807200551853,-0.6363852408722794,HG00449,CHS,EAS,female,#40E0D0
-1.6609270528675657,2.8711313698931775,-0.40182451753854675,HG00451,CHS,EAS,male,#40E0D0
-1.3869700555908016,3.2741882309026034,-0.5115210753006816,HG00452,CHS,EAS,female,#40E0D0
-1.1917040275465904,3.5020708271637635,-0.6946452403875506,HG00457,CHS,EAS,male,#40E0D0
-0.682748583664145,2.724386892920163,-0.8325618428375087,HG00458,CHS,EAS,female,#40E0D0
-0.7073422642993115,3.181592105898192,-1.0029779460983048,HG00463,CHS,EAS,male,#40E0D0
-1.556564124030527,3.1463365129870224,0.016747531833919214,HG00464,CHS,EAS,female,#40E0D0
-1.1025533954690843,2.7075893809290354,0.4410694566456232,HG00472,CHS,EAS,male,#40E0D0
-1.2441499271021164,2.4821969834471482,-0.8611884436409422,HG00473,CHS,EAS,female,#40E0D0
-1.1265208327201408,3.3991759122598992,-0.6253043593442711,HG00475,CHS,EAS,male,#40E0D0
-1.023682652956401,3.3157572370575403,-0.17440580893657898,HG00476,CHS,EAS,female,#40E0D0
-0.92926241048423,3.3627275197368514,-0.4604351007363246,HG00478,CHS,EAS,male,#40E0D0
-1.47457695167728,2.831913109024507,-0.7333909039006995,HG00479,CHS,EAS,female,#40E0D0
-1.450007067591821,3.11923301843712,-0.7694132900543313,HG00500,CHS,EAS,male,#40E0D0
-1.471584185643311,2.8035384837959825,-0.7925586769498296,HG00513,CHS,EAS,female,#40E0D0
-1.423914904950979,2.8375541569068328,-0.16866288653214165,HG00524,CHS,EAS,male,#40E0D0
-1.3768650583567608,2.874142504843582,-0.9741206557882636,HG00525,CHS,EAS,female,#40E0D0
-1.3535900172529907,3.0603462797368315,-0.5461777109370392,HG00530,CHS,EAS,male,#40E0D0
-0.9713342290303923,3.249491821088428,-0.8711972328487957,HG00531,CHS,EAS,female,#40E0D0
-1.169144500024375,2.6295794333099414,-0.6240396892548397,HG00533,CHS,EAS,male,#40E0D0
-1.0817567708009435,3.473032215095031,-0.7791281967903161,HG00534,CHS,EAS,female,#40E0D0
-1.4059205651115043,2.6478497754219443,-0.13463104425558045,HG00536,CHS,EAS,male,#40E0D0
-1.3288899464714239,3.0031873617594593,-0.323919346612327,HG00537,CHS,EAS,female,#40E0D0
-0.8033952192815402,3.3381974116617044,-0.38489027817943605,HG00542,CHS,EAS,male,#40E0D0
-1.2285884613713696,2.850145835826134,-0.5777919251858129,HG00543,CHS,EAS,female,#40E0D0
-1.5948986948346615,-1.1978688692629864,0.017141813672647322,HG00551,PUR,AMR,female,#CC7722
-0.883152554435964,-1.2389158531621693,0.38673216863222626,HG00553,PUR,AMR,male,#CC7722
-1.2098410406120188,-0.8114869897572551,1.165956098679599,HG00554,PUR,AMR,female,#CC7722
-0.7329912443548273,3.2540015488473277,-0.4992511033077276,HG00556,CHS,EAS,male,#40E0D0
-1.5400507758468223,3.3157772638722465,-1.0079062633303109,HG00557,CHS,EAS,female,#40E0D0
-1.3975292422595087,3.142408498108993,-0.8223722364401924,HG00559,CHS,EAS,male,#40E0D0
-1.6220902553409264,3.69138953217693,-0.5550236665072531,HG00560,CHS,EAS,female,#40E0D0
-0.598087306967333,2.623270071364764,-0.28712070837894665,HG00565,CHS,EAS,male,#40E0D0
-1.6000398953183739,3.127729062542483,-0.46333397419747147,HG00566,CHS,EAS,female,#40E0D0
-1.4147264823024945,2.5981163688014632,0.3188806145088885,HG00580,CHS,EAS,male,#40E0D0
-0.9807143143890814,2.433103299510627,-0.17914146434601386,HG00581,CHS,EAS,female,#40E0D0
-1.430876246298164,2.8095684386441175,-0.28895617044254573,HG00583,CHS,EAS,male,#40E0D0
-0.8320036901199461,2.9813521934462512,-1.0054579542127475,HG00584,CHS,EAS,female,#40E0D0
-1.0859949940568476,2.937492550098778,-0.6305367841353523,HG00589,CHS,EAS,male,#40E0D0
-1.1496107156224056,3.0381123081257666,0.005274296040316125,HG00590,CHS,EAS,female,#40E0D0
-1.2486433287353378,2.4720736435045296,-1.100422982718569,HG00592,CHS,EAS,male,#40E0D0
-0.868802731432415,3.1626096928824516,-0.532213035899794,HG00593,CHS,EAS,female,#40E0D0
-1.3834340842568298,3.451629389414134,-1.050293781799687,HG00595,CHS,EAS,male,#40E0D0
-1.241188463578901,2.8351699077588575,0.138517149247337,HG00596,CHS,EAS,female,#40E0D0
-1.366624742720528,3.0382965593659357,-0.9107770633096977,HG00598,CHS,EAS,male,#40E0D0
-1.2093717108279103,3.049856013694669,-0.4182101122022248,HG00599,CHS,EAS,female,#40E0D0
-1.155511837367289,2.4223390655386945,-0.07898523667734708,HG00607,CHS,EAS,male,#40E0D0
-1.6719914153908393,2.8537420461870475,-0.16481402895962993,HG00608,CHS,EAS,female,#40E0D0
-1.5507751560962972,3.0781892948539378,-0.1884028933374022,HG00610,CHS,EAS,male,#40E0D0
-1.5616226559292057,2.7595826185645844,0.14689869363869487,HG00611,CHS,EAS,female,#40E0D0
-1.185823098157015,3.266854395217655,-0.4647035772815583,HG00613,CHS,EAS,male,#40E0D0
-1.8305859647217926,3.161321967482844,-1.019707289894164,HG00614,CHS,EAS,female,#40E0D0
-1.5419039661855483,2.2588766940479923,0.597349977043695,HG00619,CHS,EAS,male,#40E0D0
-1.0367685380876783,3.246728966887646,-0.6717008376180275,HG00620,CHS,EAS,female,#40E0D0
-1.4993921720001109,3.180670222405405,-0.47711801154189626,HG00622,CHS,EAS,male,#40E0D0
-1.474112004824325,3.0839551373685947,-0.44958943262321843,HG00623,CHS,EAS,female,#40E0D0
-0.7993237356160864,3.24648491435679,-0.614438656399486,HG00625,CHS,EAS,male,#40E0D0
-1.5384564694234324,3.181486037545542,0.1709297206931878,HG00626,CHS,EAS,female,#40E0D0
-1.5041472800962088,2.987874690767567,-0.6615357294007259,HG00628,CHS,EAS,male,#40E0D0
-1.1681824176739777,3.334398953779081,-0.43377719317280955,HG00629,CHS,EAS,female,#40E0D0
-1.1730866716460522,3.0562386201355425,-0.15220445978636854,HG00631,CHS,EAS,male,#40E0D0
-1.435244564680409,3.2146810144111857,-0.9568151811172743,HG00632,CHS,EAS,female,#40E0D0
-0.9365142607857895,2.554665470050164,-0.4170554636286178,HG00634,CHS,EAS,male,#40E0D0
-1.3441168722467558,-0.9610463352301313,0.46785057557308013,HG00637,PUR,AMR,male,#CC7722
-1.4358435995002041,-1.239821003384775,-0.035275704269826555,HG00638,PUR,AMR,female,#CC7722
-1.405614659257182,-0.8661026238535915,-0.1122489512929457,HG00640,PUR,AMR,male,#CC7722
-1.8853376219830358,-1.4985722152061143,0.19088378611132648,HG00641,PUR,AMR,female,#CC7722
-1.1943722435224429,3.2339040376921084,-0.5115886917712205,HG00650,CHS,EAS,male,#40E0D0
-1.5777469979312035,3.4442817922179314,-0.8078726557906692,HG00651,CHS,EAS,female,#40E0D0
-1.3411235435755935,3.383277564130446,-0.11974154581230391,HG00653,CHS,EAS,male,#40E0D0
-1.7815854005154874,2.8130676678564814,-0.6512664006052347,HG00654,CHS,EAS,female,#40E0D0
-1.340982889662662,2.894112539508333,-0.9120853465324561,HG00656,CHS,EAS,male,#40E0D0
