x,y,z,sample,pop,super_pop,gender,color
-2.128916097701344,-2.4723043873732253,-0.25060616068502245,HG00276,FIN,EUR,female,#1F51FF
-2.2964257347830306,-2.3933148119057575,-0.5432139435325221,HG00277,FIN,EUR,male,#1F51FF
-1.8026792618521095,-1.7187777323459152,-0.9190452612241966,HG00278,FIN,EUR,male,#1F51FF
-1.674158998292198,-2.2699322620279823,-0.8770469653723431,HG00280,FIN,EUR,male,#1F51FF
-1.9745805632938007,-2.2678422577965,-0.2344131463202071,HG00281,FIN,EUR,female,#1F51FF
-2.1541896999368877,-2.062969507087976,-0.7494233251869338,HG00282,FIN,EUR,female,#1F51FF
-2.0217244678387924,-1.3244425130750939,-0.7750825423066313,HG00284,FIN,EUR,male,#1F51FF
-2.341735488641986,-2.177479600086942,-0.7690300599250187,HG00285,FIN,EUR,female,#1F51FF
-1.7467700453640367,-1.4735037966809934,-0.8107573930860491,HG00288,FIN,EUR,female,#1F51FF
-2.2353928840908246,-1.9439127215972272,-1.1342895948233866,HG00290,FIN,EUR,male,#1F51FF
-1.9452106281345527,-1.870043827348136,-1.1164356511331022,HG00304,FIN,EUR,female,#1F51FF
-2.076981058375823,-2.001864164211307,-0.850624845552894,HG00306,FIN,EUR,female,#1F51FF
-2.5417678689303496,-1.3986941419081946,-0.8267769755790048,HG00308,FIN,EUR,male,#1F51FF
-2.1240543994125076,-2.040014514893393,-1.417259734431817,HG00309,FIN,EUR,female,#1F51FF
-1.9903537368908204,-2.384294300070317,-0.6188487330154365,HG00310,FIN,EUR,male,#1F51FF
-1.7873874146909567,-1.9759047330232276,-0.19801605233518155,HG00311,FIN,EUR,male,#1F51FF
-2.589997826395526,-2.0589378664400324,-0.6941919679737769,HG00313,FIN,EUR,female,#1F51FF
-2.298060664160752,-1.0422608129809672,-0.8013650824958017,HG00315,FIN,EUR,female,#1F51FF
-1.8179811182561734,-2.00929819057425,-0.21653248409535913,HG00318,FIN,EUR,female,#1F51FF
-1.8402590002372932,-1.5583962265567213,-0.8871745026633306,HG00319,FIN,EUR,female,#1F51FF
-1.6328765201213509,-1.992335487826804,-1.535080390197941,HG00320,FIN,EUR,female,#1F51FF
-1.7717424112620026,-2.6000898577016023,-1.0253073826456223,HG00321,FIN,EUR,male,#1F51FF
-1.5676050774329453,-1.8161659634449527,-0.5273862560481956,HG00323,FIN,EUR,female,#1F51FF
-1.5796735175092949,-1.7428870339039852,-0.8923775735770598,HG00324,FIN,EUR,female,#1F51FF
-1.9442591007424497,-1.822412051712882,-0.6062883153398194,HG00325,FIN,EUR,male,#1F51FF
-1.839110251886545,-2.561401770507855,-0.5455935479046067,HG00326,FIN,EUR,female,#1F51FF
-1.8736324868334775,-1.6284061933635512,-0.43722069511108513,HG00327,FIN,EUR,female,#1F51FF
-2.213085651150789,-1.9332668866935772,-1.103470842496986,HG00328,FIN,EUR,female,#1F51FF
-2.5919431578887107,-2.711395535479415,-1.0649364558899028,HG00329,FIN,EUR,male,#1F51FF
-2.045881718817619,-1.6433299912742003,-0.4885095182924815,HG00330,FIN,EUR,female,#1F51FF
-2.377552459936288,-2.057541340580794,-0.776175584789884,HG00331,FIN,EUR,female,#1F51FF
-2.0129958806612285,-2.1077549178718202,-0.5106815768458394,HG00332,FIN,EUR,female,#1F51FF
-1.4881978668222473,-2.3857315698464423,-0.6532182204650929,HG00334,FIN,EUR,female,#1F51FF
-2.0784763262328854,-2.2792356277094306,-0.4639708569430055,HG00335,FIN,EUR,male,#1F51FF
-1.74722131976896,-1.4839846018551832,-0.44621786114021766,HG00336,FIN,EUR,male,#1F51FF
-1.4397595434665118,-2.0924362283160565,-0.9035842731437256,HG00337,FIN,EUR,female,#1F51FF
-2.1989355674642885,-2.0106671900118775,-0.02298850943198377,HG00338,FIN,EUR,male,#1F51FF
-1.9660696156623374,-2.0535050714146665,-0.4087341761384175,HG00339,FIN,EUR,female,#1F51FF
-2.191962395079947,-2.1104281111914993,-0.26095371443022397,HG00341,FIN,EUR,male,#1F51FF
-2.1414133807575295,-1.9250135236664185,-0.8645315149729578,HG00342,FIN,EUR,male,#1F51FF
-2.336197223660895,-1.9539833323502256,-1.1384929773150227,HG00343,FIN,EUR,female,#1F51FF
-1.9354985547264711,-1.6729057316864795,-0.4968959374730297,HG00344,FIN,EUR,female,#1F51FF
-2.2250569755667056,-1.8289745235952999,0.39930341579096074,HG00345,FIN,EUR,male,#1F51FF
-1.9595596715986625,-2.6191337618250405,-1.1017185070159135,HG00346,FIN,EUR,female,#1F51FF
-2.296702603675328,-1.533349457338362,-0.12550392111417172,HG00349,FIN,EUR,female,#1F51FF
-2.191249717459043,-2.433067863394037,-1.0179177552749485,HG00350,FIN,EUR,female,#1F51FF
-2.3182825866950267,-2.152256118919978,-1.429132979176321,HG00351,FIN,EUR,male,#1F51FF
-1.3504873656820382,-2.477593746984233,-0.7452960268290216,HG00353,FIN,EUR,female,#1F51FF
-1.5889860600912193,-1.4806962130352441,-0.2488408622623237,HG00355,FIN,EUR,female,#1F51FF
-2.0170131165317304,-1.919904075169722,-1.203372562362103,HG00356,FIN,EUR,female,#1F51FF
-1.6884294811530085,-2.104352681135652,-0.672091275976993,HG00357,FIN,EUR,female,#1F51FF
-2.042039865224664,-1.878616910079468,-0.7608254966849972,HG00358,FIN,EUR,male,#1F51FF
-2.2519411399156124,-2.2339794566046405,-1.4320892545968755,HG00360,FIN,EUR,male,#1F51FF
-1.9304077165057811,-1.8484321369983105,-0.41051488063945696,HG00361,FIN,EUR,female,#1F51FF
-1.5698891759480835,-1.5409198586518567,-0.339106572471086,HG00362,FIN,EUR,female,#1F51FF
-2.436412377415884,-2.1536299020487775,-1.5865347989715048,HG00364,FIN,EUR,female,#1F51FF
-2.131359100882071,-2.2427605728561293,-0.9123011112819794,HG00365,FIN,EUR,female,#1F51FF
-2.0491998835629994,-2.443955917358368,-0.8574426017516552,HG00366,FIN,EUR,male,#1F51FF
-1.6409900383663194,-2.7660391334161347,-1.2545450852554865,HG00367,FIN,EUR,female,#1F51FF
-2.1527638878083972,-2.301510730376182,-0.3970660346696892,HG00368,FIN,EUR,female,#1F51FF
-1.7238183777117873,-1.9167890818918665,-1.172178909080636,HG00369,FIN,EUR,male,#1F51FF
-2.2608331286156624,-2.195331079490037,-1.179036353173343,HG00371,FIN,EUR,male,#1F51FF
-2.0547827893232093,-2.2091277989804596,-0.9147941008824336,HG00372,FIN,EUR,male,#1F51FF
-2.2076753745854742,-1.895776909175984,-0.3596080683382636,HG00373,FIN,EUR,female,#1F51FF
-2.2647495703092138,-2.7899796288203476,-0.21270915488147635,HG00375,FIN,EUR,male,#1F51FF
-2.200525636360983,-2.577381279569023,-1.2814347444765977,HG00376,FIN,EUR,female,#1F51FF
-2.5710534891327343,-2.2202044799361054,-0.29864148946797514,HG00378,FIN,EUR,female,#1F51FF
-1.7054286389180775,-2.3324724887381003,-0.4428408726552115,HG00379,FIN,EUR,female,#1F51FF
-1.7868363611753417,-2.160172096981171,-0.9811930146290625,HG00380,FIN,EUR,female,#1F51FF
-2.140688257128152,-1.8414551068122391,-0.175732630410366,HG00381,FIN,EUR,female,#1F51FF
-1.712892528648008,-1.6109006344140409,-0.2085614093927196,HG00382,FIN,EUR,male,#1F51FF
-2.0616289278369866,-1.923104988204952,-1.13355061453448,HG00383,FIN,EUR,female,#1F51FF
-1.9993198305807183,-1.9557784206448887,-0.7565251855155014,HG00384,FIN,EUR,female,#1F51FF
-1.3492791843702256,3.472960359804651,-1.1099914271951752,HG00403,CHS,EAS,male,#40E0D0
-1.0380943701844192,2.9785649817384185,-1.2885420286699614,HG00404,CHS,EAS,female,#40E0D0
-1.0210399716586094,2.944265171566391,-0.014948036213886694,HG00406,CHS,EAS,male,#40E0D0
-1.421940572260786,2.835157069203539,0.23680237097234122,HG00407,CHS,EAS,female,#40E0D0
-1.7615391725198952,3.706077015806004,-0.6441660164728733,HG00409,CHS,EAS,male,#40E0D0
-1.7831163382854398,3.1179216054767434,-0.05084956712358644,HG00410,CHS,EAS,female,#40E0D0
-0.9473731965562582,3.0386556315119546,-0.7519331695893801,HG00419,CHS,EAS,female,#40E0D0
-0.9488926700774197,2.8710578871015096,-1.1972439770024066,HG00421,CHS,EAS,male,#40E0D0
-1.4911095573269444,3.210231029574039,-0.1593509036599917,HG00422,CHS,EAS,female,#40E0D0
-1.4302782577837834,3.0512162978577964,-0.9410531622502136,HG00428,CHS,EAS,female,#40E0D0
-0.5225799691815267,2.79228251350331,-1.2018555119625285,HG00436,CHS,EAS,male,#40E0D0
-1.587138692421257,3.299516269978473,-0.8735089878399988,HG00437,CHS,EAS,female,#40E0D0
-0.6069634037006512,3.148494499032201,-0.37301480024325867,HG00442,CHS,EAS,male,#40E0D0
-1.1263064502679183,2.862851076651191,-0.8563965523975353,HG00443,CHS,EAS,female,#40E0D0
-1.497492893534896,2.5330732879338465,-0.7466934888733137,HG00445,CHS,EAS,male,#40E0D0
-1.2034357932446869,2.944527801832407,-0.22358056016958594,HG00446,CHS,EAS,female,#40E0D0
-0.899111837942095,2.7952232553440366,-0.27014653386535453,HG00448,CHS,EAS,male,#40E0D0
-0.696146449956019,2.7285807268281186,-0.6378005945767887,HG00449,CHS,EAS,female,#40E0D0
-1.6609270530219429,2.871131359432032,-0.40008920087509603,HG00451,CHS,EAS,male,#40E0D0
-1.3869700553631092,3.2741882356140537,-0.512778064698262,HG00452,CHS,EAS,female,#40E0D0
-1.1917040276579847,3.5020708076075535,-0.6936269316988041,HG00457,CHS,EAS,male,#40E0D0
-0.682748583935801,2.7243869098193025,-0.8352991288960324,HG00458,CHS,EAS,female,#40E0D0
-0.7073422641342397,3.181592111433055,-0.9976640172354144,HG00463,CHS,EAS,male,#40E0D0
-1.5565641237147227,3.146336525190167,0.01578366459186822,HG00464,CHS,EAS,female,#40E0D0
-1.10255339529331,2.707589396395316,0.44108350915448946,HG00472,CHS,EAS,male,#40E0D0
-1.244149927490219,2.482196975704644,-0.8618041438487807,HG00473,CHS,EAS,female,#40E0D0
-1.1265208325921363,3.3991758935729384,-0.6260024752723471,HG00475,CHS,EAS,male,#40E0D0
-1.023682652918351,3.315757263812608,-0.1742006536486302,HG00476,CHS,EAS,female,#40E0D0
-0.9292624100591257,3.3627275323654198,-0.4629256346705292,HG00478,CHS,EAS,male,#40E0D0
-1.4745769513933402,2.8319131014801435,-0.7336139155762753,HG00479,CHS,EAS,female,#40E0D0
-1.4500070683322548,3.119232992355946,-0.7683490260698315,HG00500,CHS,EAS,male,#40E0D0
-1.4715841856969138,2.803538488821739,-0.7899416943192437,HG00513,CHS,EAS,female,#40E0D0
-1.4239149050548696,2.837554165363775,-0.16872067342925606,HG00524,CHS,EAS,male,#40E0D0
-1.3768650582250295,2.8741424922995766,-0.9727531293581616,HG00525,CHS,EAS,female,#40E0D0
-1.3535900172838085,3.060346298920409,-0.550160414237202,HG00530,CHS,EAS,male,#40E0D0
-0.9713342289129495,3.249491817412272,-0.8723047032634286,HG00531,CHS,EAS,female,#40E0D0
-1.1691445000375575,2.629579419861069,-0.6284131384509111,HG00533,CHS,EAS,male,#40E0D0
-1.0817567704146496,3.473032228369184,-0.7783300235241609,HG00534,CHS,EAS,female,#40E0D0
-1.4059205650237352,2.6478497905286114,-0.13306944176061505,HG00536,CHS,EAS,male,#40E0D0
-1.3288899462499872,3.0031873523114236,-0.32096934621468676,HG00537,CHS,EAS,female,#40E0D0
-0.8033952192866017,3.3381974159764622,-0.38926463683770796,HG00542,CHS,EAS,male,#40E0D0
-1.2285884611632747,2.8501457919089805,-0.5737500035267958,HG00543,CHS,EAS,female,#40E0D0
-1.5948986957444409,-1.1978689219085479,0.01789732776843661,HG00551,PUR,AMR,female,#CC7722
-0.8831525551624984,-1.2389159230475495,0.3856283718094899,HG00553,PUR,AMR,male,#CC7722
-1.2098410411909122,-0.8114870014406342,1.1634457195006633,HG00554,PUR,AMR,female,#CC7722
-0.7329912442141702,3.254001565182608,-0.49791349265788903,HG00556,CHS,EAS,male,#40E0D0
-1.5400507754749209,3.3157772762367395,-1.0080270152498378,HG00557,CHS,EAS,female,#40E0D0
-1.3975292418244434,3.142408548755724,-0.8267336777630843,HG00559,CHS,EAS,male,#40E0D0
-1.6220902550994,3.6913895149760863,-0.5555299792139259,HG00560,CHS,EAS,female,#40E0D0
-0.5980873073621268,2.6232700592543514,-0.28849079669590694,HG00565,CHS,EAS,male,#40E0D0
-1.6000398950414862,3.1277290329705427,-0.4600777462520932,HG00566,CHS,EAS,female,#40E0D0
-1.4147264823960166,2.5981164229598335,0.3140624462402926,HG00580,CHS,EAS,male,#40E0D0
-0.9807143143945252,2.433103302924167,-0.17885108688045354,HG00581,CHS,EAS,female,#40E0D0
-1.4308762460014819,2.8095684447496967,-0.28540297815387133,HG00583,CHS,EAS,male,#40E0D0
-0.8320036903294081,2.981352200793795,-1.0066161367792952,HG00584,CHS,EAS,female,#40E0D0
-1.0859949938463118,2.937492539279828,-0.6308156374233048,HG00589,CHS,EAS,male,#40E0D0
-1.1496107153974289,3.038112314501307,0.005300646401937377,HG00590,CHS,EAS,female,#40E0D0
-1.2486433284165503,2.4720736505012297,-1.0960392256522251,HG00592,CHS,EAS,male,#40E0D0
-0.8688027318189228,3.16260967783674,-0.5359288991101935,HG00593,CHS,EAS,female,#40E0D0
-1.3834340843105646,3.451629383661595,-1.0515581037758603,HG00595,CHS,EAS,male,#40E0D0
-1.241188463322227,2.8351699251370586,0.13544068344256005,HG00596,CHS,EAS,female,#40E0D0
-1.3666247422707098,3.0382965690481614,-0.9098143659541837,HG00598,CHS,EAS,male,#40E0D0
-1.2093717107830368,3.049856003113244,-0.41948676905530025,HG00599,CHS,EAS,female,#40E0D0
-1.1555118372330608,2.4223390780147462,-0.08154458464983369,HG00607,CHS,EAS,male,#40E0D0
-1.6719914159902363,2.853742030204964,-0.16496302985863728,HG00608,CHS,EAS,female,#40E0D0
-1.550775156719378,3.078189286395357,-0.1868200039920864,HG00610,CHS,EAS,male,#40E0D0
-1.5616226558681447,2.759582642052993,0.14387073756824637,HG00611,CHS,EAS,female,#40E0D0
-1.185823098380162,3.2668543501179,-0.4636435877508671,HG00613,CHS,EAS,male,#40E0D0
-1.8305859651673029,3.1613219604204637,-1.0187494201198364,HG00614,CHS,EAS,female,#40E0D0
-1.5419039656733544,2.2588767313187885,0.5954638995368157,HG00619,CHS,EAS,male,#40E0D0
-1.0367685374871605,3.2467290070420094,-0.6702967983606561,HG00620,CHS,EAS,female,#40E0D0
-1.4993921716412033,3.1806702630524226,-0.4801885727997738,HG00622,CHS,EAS,male,#40E0D0
-1.4741120052996572,3.083955135280315,-0.44805305857204564,HG00623,CHS,EAS,female,#40E0D0
-0.799323735117434,3.246484931950663,-0.6107817222124233,HG00625,CHS,EAS,male,#40E0D0
-1.5384564694926453,3.181486041172861,0.16917355029807493,HG00626,CHS,EAS,female,#40E0D0
-1.504147279812396,2.987874736159546,-0.6621388559334657,HG00628,CHS,EAS,male,#40E0D0
-1.168182417511633,3.3343989422468527,-0.4320725736042457,HG00629,CHS,EAS,female,#40E0D0
-1.173086672056882,3.0562386397418986,-0.15684906391910586,HG00631,CHS,EAS,male,#40E0D0
-1.4352445648993437,3.214681007992764,-0.9556590138517781,HG00632,CHS,EAS,female,#40E0D0
-0.9365142608436711,2.554665464143097,-0.41732636662301664,HG00634,CHS,EAS,male,#40E0D0
-1.3441168730264625,-0.9610463894535675,0.4736631111427361,HG00637,PUR,AMR,male,#CC7722
-1.4358435994336782,-1.2398210535018137,-0.03935675961423977,HG00638,PUR,AMR,female,#CC7722
-1.405614658990894,-0.8661026329446435,-0.11421707524038305,HG00640,PUR,AMR,male,#CC7722
-1.8853376220147406,-1.498572188838863,0.19005614036932494,HG00641,PUR,AMR,female,#CC7722
-1.1943722440249263,3.233904010772681,-0.5108265538016649,HG00650,CHS,EAS,male,#40E0D0
-1.5777469979104857,3.444281782681069,-0.8079199428739202,HG00651,CHS,EAS,female,#40E0D0
-1.3411235433601607,3.383277561444276,-0.12030112758244396,HG00653,CHS,EAS,male,#40E0D0
-1.7815854001569886,2.8130676737900213,-0.6466364540605097,HG00654,CHS,EAS,female,#40E0D0
-1.3409828892643534,2.8941125795439637,-0.912691438599216,HG00656,CHS,EAS,male,#40E0D0
